cognom;freq1;freq2;fre1i2
CORREDERAS;158;175;0
DOMEC;158;174;0
LEITAO;158;171;0
RABINAD;158;171;0
SERODIO;158;171;0
GALLEMI;158;170;0
ZATO;158;170;0
HINESTROZA;158;168;6
IBARGUENGOITIA;158;167;0
ORRIOS;158;167;0
PIÑEROS;158;167;0
CULUBRET;158;165;0
LACORTE;158;163;0
HUAPAYA;158;161;0
VILLARRUEL;158;160;0
ORTUNO;158;158;0
GAMELL;158;156;0
CARIÑANOS;158;155;0
MALDE;158;155;0
FALIP;158;154;0
IMPERIAL;158;153;0
LANZAGORTA;158;153;0
DOBREVA;158;149;0
TINAJO;158;148;0
UBILLOS;158;148;0
BOGUÑA;158;147;0
GENUA;158;147;0
GRANGEL;158;147;0
ZUASTI;158;147;0
CASAN;158;145;0
REINE;158;145;0
GOTA;158;144;0
LACABA;158;143;0
MURUAMENDIARAZ;158;143;0
GUACOLLANTE;158;140;0
BALIÑA;158;139;0
PIZANO;158;138;0
APESTEGUI;158;137;0
MORUECO;158;135;0
OLMEDILLAS;158;134;0
FORASTER;158;133;0
VIME;158;132;0
APALATEGUI;158;131;0
MARIÑEZ;158;131;0
GONDA;158;130;0
GARCIA BALLESTEROS;158;124;0
MIRELES;158;123;0
ESPRIU;158;122;0
EMALDI;158;121;0
LOPEZ PINTOR;158;121;0
IMBERT;158;120;0
PUJALES;158;119;0
AMELIBIA;158;118;0
ARAGALL;158;118;0
AZCUNAGA;158;117;0
ESTAL;158;117;0
VAREZ;158;110;0
VILLAITODO;158;110;0
BARREJON;158;105;0
FERNANDEZ AVILES;158;105;0
AYOSO;158;97;0
MOHAMED LAMIN;158;97;0
BORNAS;158;90;0
MARKOV;158;90;0
ZERROUK;158;86;0
BEN AHMED;158;77;0
OLIVERI;158;76;0
CHAUDHARY;158;73;7
AGIRREZABAL;158;71;0
DE ANGEL;158;71;0
MASSON;158;67;0
AMARI;158;64;0
EL HOUSSAINI;158;55;10
AYAOU;158;55;0
ABDOUN;158;54;0
TAMBA;158;40;0
DOUIEB;158;36;0
FEDOROVA;158;34;0
NOLAN;158;33;0
HALLOUMI;158;28;0
HORVAT;158;21;0
EL OUJGLI;158;10;0
SHOAIB;158;10;0
FENOR;157;222;0
AREOSA;157;202;0
ORODEA;157;197;0
SOROZABAL;157;195;0
ORPINELL;157;190;0
JAQUETE;157;189;0
MARTIÑAN;157;185;0
ELORTEGUI;157;180;0
ATELA;157;177;0
RAMAYO;157;177;0
ONTENIENTE;157;176;0
CRUELLAS;157;175;0
OYUELA;157;175;0
CRECENTE;157;174;0
LARRABE;157;174;0
HIGUERUELO;157;171;0
PEREZ GRUESO;157;170;0
MEGINA;157;166;0
LAMILLA;157;164;0
TALLANTE;157;164;0
PERPINYA;157;161;8
NAGER;157;160;0
SALSO;157;160;0
BISTUER;157;158;0
YEBES;157;158;0
ANEL;157;154;0
GOSP;157;154;0
ESCURRA;157;151;0
GAYTAN;157;150;0
UTGES;157;149;0
ARANZUEQUE;157;145;0
DE LA PRESA;157;144;0
TARIFE;157;144;0
ESTEBAS;157;143;0
SERVENT;157;143;0
ANIDOS;157;142;0
DADIN;157;142;0
DOBREV;157;141;6
ASCUNCE;157;140;0
GUILLAUMET;157;139;0
LIERN;157;139;0
RIGOTE;157;139;0
MESEGUE;157;138;0
ESPARIS;157;136;0
GIBANEL;157;136;0
MARTINEZ DE MARIGORTA;157;136;0
LORAN;157;135;0
MINAYO;157;135;0
RIOSECO;157;135;0
CARNER;157;132;0
VITORICA;157;132;0
BERGARETXE;157;131;0
FINA;157;131;0
VIDOSA;157;131;0
BENTUE;157;130;0
PERET;157;128;0
BUELTA;157;127;0
SOLANICH;157;126;0
TARRADELLAS;157;126;0
RIGOLA;157;124;0
LORING;157;121;0
JENE;157;116;0
DELCAN;157;115;0
BASALLO;157;112;0
JOCILES;157;103;0
BANQUERI;157;97;0
ANDALOUSSI;157;84;0
LAHYANI;157;75;0
MAREGA;157;66;12
EL JABRI;157;61;5
ABIDA;157;50;0
GRAIN;157;49;0
LYUBENOV;157;44;0
BOYD;157;43;0
MARCHETTI;157;41;0
SATTAR;157;37;0
LAAZIRI;157;36;0
PARVU;157;26;0
MUNAWAR;157;25;0
MARDARE;157;19;0
PANTEA;157;16;0
KRAVCHUK;157;12;0
ZOLTAN;157;10;0
MIZZIAN;156;213;0
OYAGUE;156;195;0
RECENA;156;192;0
AIGE;156;191;0
PAINCEIRA;156;189;0
LAREZ;156;186;6
MORUJO;156;185;0
VILASECO;156;185;0
JARDIN;156;184;0
RELUCIO;156;180;5
GOEZ;156;178;0
ALMARCHE;156;177;0
GURUCHARRI;156;174;0
TURBI;156;170;0
CUMBRES;156;169;0
FERMOSO;156;169;0
HERBERA;156;169;0
MUSLERA;156;169;0
PAQUICO;156;169;0
TERRIBAS;156;169;0
BEISTEGUI;156;167;0
CASTILLEJA;156;167;0
NIVELA;156;166;0
POLIDURA;156;166;0
MENDARO;156;165;0
ZUAZOLA;156;163;0
JIMA;156;159;0
SARIO;156;158;0
TRISTANY;156;158;0
JULI;156;155;0
PRADEL;156;155;0
SANCHEZ MAYORAL;156;155;0
ALBUQUERQUE;156;154;0
HUERVA;156;154;0
PUJAZON;156;152;0
RABELLA;156;152;0
CIRO;156;151;0
DABAN;156;151;0
CACHAZA;156;150;0
PETISME;156;150;0
HOJAS;156;148;8
DE LA PISA;156;148;0
PERTEGAS;156;147;0
MENDIBE;156;146;0
GOMEZ DE AGUERO;156;145;0
HERRON;156;145;0
PALLI;156;145;0
BUGEDA;156;144;0
FEMIA;156;144;0
CLEMOT;156;142;0
GARCIA MORA;156;140;0
RUBIROLA;156;140;0
SANCHEZ ORO;156;139;5
MARTINAVARRO;156;139;0
MARTURET;156;138;0
BARRIAL;156;137;0
COMINS;156;137;0
PEREZ DE EULATE;156;137;0
GAJA;156;136;0
MANCO;156;135;0
BAÑERAS;156;131;0
LOPEZ DE MOTA;156;131;0
VELAZQUEZ DE CASTRO;156;129;0
HACHA;156;128;0
OLAETXEA;156;125;0
SAEZ DE JAUREGUI;156;124;5
BALLVE;156;123;0
PELFORT;156;119;0
LOPEZ DE LOS MOZOS;156;117;0
ARTIGAO;156;115;0
MENDIZ;156;115;0
PRADANA;156;114;0
IZUZQUIZA;156;111;0
HEREZA;156;109;0
FRAMIT;156;108;0
LAVERNIA;156;106;0
HATERO;156;105;0
YUN;156;105;0
ZARRALUQUI;156;105;0
FERNANDEZ DE MESA;156;104;0
VENTURINI;156;103;0
MADURELL;156;102;0
EIROS;156;101;0
KHTIRA;156;93;13
PERRIN;156;87;0
TARANTINO;156;78;0
CAU;156;77;0
CHAKKAF;156;75;13
ANTHONY;156;74;0
GRASSI;156;65;0
SAADA;156;61;13
HASSOUNI;156;59;5
BENAHMED;156;57;0
AHMADI;156;54;0
EL KHATTAB;156;54;0
GHARIB;156;54;0
SENNOUNI;156;54;0
LABED;156;47;13
RAHOUTI;156;45;0
BOURAGBA;156;38;0
BOUTAYEB;156;38;0
NIANE;156;36;9
ALALI;156;35;0
MBACKE;156;33;6
KOITA;156;33;0
BANGOURA;156;30;0
CRAWFORD;156;25;0
PERKINS;156;20;0
RAMZAN;156;16;0
NICHITA;156;9;0
SHER;156;5;0
CARBALLARES;155;189;0
BLANDINO;155;179;0
RIMBAU;155;178;0
ORTIZ DE PINEDO;155;171;0
CAPITAS;155;169;0
GARCIA VALENCIANO;155;169;0
OLACIREGUI;155;168;0
ALMOROX;155;167;11
CAÑADELL;155;167;0
COLILLAS;155;165;0
FONTALVA;155;164;0
PRESENCIA;155;162;0
TEIJON;155;162;0
FERNANDEZ PEINADO;155;161;7
MORAZAN;155;159;0
GANZABAL;155;158;0
BRETAÑA;155;157;0
PICHACO;155;157;0
PIRE;155;157;0
AULAR;155;154;0
ESTOMBA;155;154;0
RETAMOZO;155;154;0
BAIXERAS;155;153;0
JUANIZ;155;152;0
VIDAN;155;152;0
CHIAS;155;147;0
MADARNAS;155;147;0
MONGELOS;155;146;0
CONFORME;155;144;0
CARRAGAL;155;143;0
LANGREO;155;143;0
PUMAREGA;155;142;0
DE ISIDRO;155;140;0
MONJARDIN;155;140;0
ROBA;155;140;0
BERRACO;155;139;0
CUATRECASAS;155;139;0
LAVI;155;139;0
PORTAZ;155;139;0
CUBIDES;155;138;5
SERRAS;155;137;0
MARUNY;155;136;0
CARREGUI;155;133;0
RUIZ ALEJOS;155;132;0
CACHIGUANGO;155;131;0
ILLESCA;155;126;0
KINDELAN;155;126;0
MIDON;155;126;0
GAFO;155;125;0
MELONES;155;124;0
GARCIA BERMEJO;155;122;0
MEHAND;155;122;0
CALLARISA;155;121;0
LAMORA;155;121;0
BAYLE;155;118;0
BRAZALEZ;155;118;0
RITA;155;118;0
BONIL;155;116;0
INTXAURRAGA;155;113;0
UNCETA;155;111;0
NONAY;155;110;0
GARCIA POZUELO;155;107;0
LARRIETA;155;107;0
CERROLAZA;155;102;5
CALDERON DE LA BARCA;155;101;0
PEREZ DE AYALA;155;101;0
ASTIBIA;155;100;0
SOLIMAN;155;94;0
BOGDANOV;155;91;5
GUIJA;155;88;0
SADEK;155;78;0
MOULAY;155;70;0
JAGANA;155;68;30
HAMMADA;155;66;12
CHIKHI;155;61;0
JORGENSEN;155;60;0
CHIHAB;155;57;0
EL ALLOUCHI;155;54;12
TODD;155;45;0
FULLER;155;41;0
EL YAHIAOUI;155;39;0
SAIFI;155;33;0
YI;155;33;0
SKINNER;155;31;0
MAHER;155;28;0
DI STEFANO;155;19;0
THORNTON;155;17;0
PORUMB;155;12;0
OUABI;155;5;0
BOILS;154;207;0
FILLOLA;154;194;0
CURSACH;154;192;0
LIZAUR;154;189;0
DE LA VIEJA;154;188;0
BRIGIDANO;154;187;0
TROMPETA;154;181;0
ANDUIZA;154;178;0
ARCAUZ;154;178;0
POMPOSO;154;178;0
MUENALA;154;177;15
CHARLO;154;176;0
GARCIA CALVILLO;154;175;0
LALANGUI;154;175;0
SUMALLA;154;170;0
CAIRON;154;168;0
TUQUERRES;154;167;10
POLANIA;154;167;0
HOLANDA;154;166;0
SORIO;154;166;0
DACASA;154;165;0
RADEVA;154;164;0
ALCORLO;154;163;5
VIDEGAIN;154;163;0
POCINO;154;162;0
CANTISANO;154;161;0
GALANO;154;159;0
ONTANILLA;154;159;0
ARQUER;154;153;0
EUSTAQUIO;154;153;0
ALMAIDA;154;152;0
MALAVIA;154;151;0
RAMIREZ ARELLANO;154;151;0
SELA;154;151;0
AZAOLA;154;150;0
DE SAN ANTONIO;154;150;0
ILLAS;154;150;0
PATERNINA;154;150;0
ARRUÑADA;154;149;0
PASARON;154;149;0
SERNEGUET;154;149;0
TREMOSA;154;146;0
NEO;154;145;0
ABARZUZA;154;142;0
OROZA;154;141;5
JAUMOT;154;141;0
MINGA;154;137;0
NADADOR;154;137;0
SANCHEZ DE PABLO;154;136;0
VINUES;154;136;0
MARTIARTU;154;135;0
OEO;154;132;0
SAINZ DE AJA;154;132;0
TELLER;154;131;0
BERDULLAS;154;130;5
CAIÑA;154;130;0
MEMBIELA;154;130;0
ABULI;154;129;0
MIRCHANDANI;154;128;44
CHIC;154;128;0
PEREZ ARADROS;154;127;0
GAÑETE;154;125;0
TUBIA;154;124;0
PAYER;154;122;0
PRUNELL;154;118;0
LANDERA;154;116;0
FUREST;154;112;0
SACIDO;154;110;0
LOPEZ MOTA;154;107;0
MARINER;154;107;0
LAINZ;154;106;0
PARODY;154;91;0
BISBE;154;89;0
SEDDIK;154;88;0
ANTEPAZO;154;81;0
BELLI;154;74;0
EL BADRI;154;69;6
NAJIB;154;69;0
BOUYA;154;60;0
LAMINE;154;56;0
TAOUFIK;154;55;0
BELHADRI;154;51;23
RADOSLAVOVA;154;50;0
ZAHRA;154;50;0
GODWIN;154;45;0
IDIR;154;39;0
SEGHROUCHNI;154;37;6
JAAFAR;154;37;0
CLEMENTS;154;36;0
ERRAHALI;154;34;0
KONATEH;154;22;0
MELNYCHUK;154;20;0
DAVTYAN;154;19;0
GURAU;154;17;0
AGYEI;154;16;0
BULIGA;154;16;0
MINEA;154;12;0
DRAGNEA;154;6;0
VILUMBRALES;153;201;13
BREGON;153;201;0
GOGENOLA;153;198;0
LACABE;153;194;0
LARRACOECHEA;153;192;0
SUBIRAN;153;190;0
LOPEZ DE HARO;153;185;0
BERRIOZABAL;153;180;0
ANCHUELA;153;179;0
SOLBAS;153;178;0
ALGOVIA;153;175;0
CANTAL;153;174;0
TABLA;153;174;0
EGUEN;153;172;0
NOVAU;153;170;5
BOUTUREIRA;153;170;0
CHOZA;153;170;0
AGUDIEZ;153;167;0
BUSO;153;167;0
BOLLERO;153;166;5
BORBA;153;166;0
TORROJA;153;165;0
JARIA;153;164;0
FORTUNEZ;153;163;0
QUIMI;153;162;0
VIRUEGA;153;161;5
BERLANA;153;161;0
SALAET;153;159;0
TENELEMA;153;158;0
ANCIO;153;157;5
TAINTA;153;156;0
VILLAYANDRE;153;154;0
GARBI;153;153;0
DE TAPIA;153;151;0
CORPUZ;153;150;0
CANICOBA;153;149;0
CARCHI;153;149;0
DE LA PORTILLA;153;148;0
MOTERA;153;148;0
URRIOLABEITIA;153;148;0
DINIS;153;147;0
MAGRIZ;153;145;0
SAINZ EZQUERRA;153;145;0
MOLNE;153;144;0
OJOSNEGROS;153;144;0
ALEMAÑY;153;143;0
GORTARI;153;143;0
BADALLO;153;142;0
LAGES;153;141;0
SASIETA;153;141;0
SUMBA;153;135;8
CORMA;153;135;0
IRIBARNEGARAY;153;135;0
MOLLFULLEDA;153;135;0
HERRARTE;153;134;0
LEÑADOR;153;133;0
AVEIRO;153;131;0
ROCHEL;153;130;0
CAÑARTE;153;129;0
IJALBA;153;129;0
PACIO;153;128;0
MONICO;153;126;0
GARCIA RAMOS;153;125;0
BUNDO;153;123;0
CIMORRA;153;123;0
PENIDE;153;120;0
MITA;153;119;0
BENJUMEDA;153;118;0
ALANES;153;115;0
QUIAN;153;115;0
JAQUE;153;114;0
FOLQUES;153;113;0
ESPILDORA;153;112;0
UBER;153;110;0
BARTHE;153;104;0
BERDIE;153;103;0
AUBA;153;101;0
PORTORREAL;153;96;0
DIAZ DE RADA;153;93;0
ZARAUZ;153;92;0
MONTURIOL;153;87;0
FROUFE;153;85;0
LEONARDI;153;72;0
TABET;153;71;7
YAMANI;153;64;0
AFAILAL;153;63;0
CANALE;153;63;0
PHAM;153;61;0
RIANI;153;52;6
TALSI;153;48;10
SOULTANA;153;46;10
HAHN;153;43;0
AMMI;153;42;0
BALI;153;42;0
HORN;153;41;0
BOUSBAA;153;39;0
FOUAD;153;37;0
KARROUCHI;153;26;0
MEIJER;153;24;0
VAUGHAN;153;21;0
ASHTON;153;20;0
BURUIANA;153;19;0
MORTABIT;153;13;6
JARVIS;153;11;0
LAUTARU;153;9;0
BULGARU;153;8;0
SERBANESCU;153;6;0
CAZCARRA;152;256;5
SOGO;152;192;0
COIRADAS;152;186;0
GUIRAU;152;186;0
GUERRO;152;184;0
ANUARBE;152;177;0
SABANES;152;173;0
VINUE;152;171;0
RUJANO;152;170;0
PIOSA;152;168;8
CAVEDA;152;162;0
MEGOLLA;152;161;0
DOMENGE;152;159;0
GORGAS;152;155;0
MILLARA;152;154;5
MANJON CABEZA;152;154;0
GARABOTE;152;153;0
ORELLA;152;153;0
VITALLER;152;153;0
SANCHEZ MAROTO;152;152;0
SAENZ LOPEZ;152;147;0
ACEDOS;152;143;0
CAPABLO;152;141;0
LLAUGER;152;141;0
LUIZAGA;152;141;0
CASSINELLO;152;140;0
GRACIAN;152;138;0
OROBENGOA;152;138;0
SANCHEZ DE CASTRO;152;136;0
VALL LLOVERA;152;135;0
AURE;152;133;0
CUXART;152;133;0
PONCIANO;152;133;0
GARAIKOETXEA;152;132;0
URDIN;152;128;0
TENAGUILLO;152;125;0
AINETO;152;124;0
ARGUDIN;152;124;0
GONZALEZ DEL CAMPO;152;121;0
MAR;152;118;0
SADHWANI;152;116;52
CAMPAÑO;152;116;0
PIEDAD;152;114;0
GARRELL;152;112;0
PASO;152;112;0
FONOLLA;152;111;0
AUCACAMA;152;110;18
BASURCO;152;110;0
MANTE;152;110;0
GARABATOS;152;107;0
OVIAÑO;152;104;0
FREDES;152;103;0
SAULEDA;152;101;0
LEVANO;152;94;0
BENZINA;152;59;10
NASEEM;152;54;0
LAMBARKI;152;52;0
BOUDRAA;152;51;0
KERZAZI;152;50;5
EL YOUBI;152;46;0
CHETOUANI;152;39;7
SANNA;152;37;0
BARTLETT;152;27;0
TORQUI;152;27;0
SWEENEY;152;24;0
BRUMA;152;21;0
MINCA;152;15;0
OTVOS;152;15;0
ABBOTT;152;13;0
MEMIS;152;9;0
AWAIS;152;8;0
SIMIONESCU;152;6;0
CUALLADO;151;197;0
NOAL;151;191;5
AGULLES;151;191;0
CUNQUERO;151;189;5
VENEGA;151;189;0
HERIZ;151;186;0
LARRAN;151;179;0
RASPALL;151;174;0
DUPLA;151;171;0
ORTIGAS;151;170;0
REZABAL;151;164;0
REBON;151;163;0
SORNOZA;151;163;0
BENASCO;151;162;0
SANDEMETRIO;151;160;0
SOILAN;151;160;0
MELLID;151;158;0
LITARDO;151;156;0
BLANCAT;151;153;0
ORVAY;151;149;5
ALDUAN;151;149;0
DERQUI;151;148;0
RIMADA;151;147;0
REBELLES;151;146;0
PICOLA;151;145;0
SARA;151;144;0
WALIÑO;151;143;6
SABUGUEIRO;151;143;0
JARDIM;151;138;0
CACEREÑO;151;136;0
MONLLAO;151;136;0
APILANEZ;151;135;0
BASCOPE;151;135;0
CORTASA;151;134;5
FATJO;151;133;0
TUDON;151;132;0
COBOLLO;151;129;0
PINEY;151;129;0
MONTEYS;151;128;0
BURDALLO;151;125;0
VILARROIG;151;125;0
AUSTRIA;151;124;0
GRABALOSA;151;122;8
COTOBAL;151;122;0
URKIJO;151;122;0
BOTICARIO;151;117;0
RIADIGOS;151;117;0
LOPEZ DAVALILLO;151;115;0
MAGIN;151;111;0
DIAZ PLAZA;151;110;0
MATALLANOS;151;110;0
RAJADELL;151;110;0
MEY;151;105;0
MACAU;151;100;0
DAUNIS;151;88;0
FILIPOV;151;81;0
AMOROSO;151;79;0
EL EMRANI;151;77;0
DE MARTINO;151;74;0
HICHOU;151;72;0
NARDI;151;65;0
EKHATOR;151;63;6
DAGHMOUMI;151;61;0
DAHAN;151;57;0
DARDOUR;151;56;5
RIFAI;151;56;0
IDEHEN;151;55;10
CHORFI;151;52;0
AZAROUAL;151;51;0
CHIKHAOUI;151;45;5
AMJAHAD;151;45;0
BELKASSMI;151;44;15
DAIF;151;41;0
VALERIEVA;151;40;0
HEATH;151;37;0
SMART;151;37;0
ESSADIK;151;34;0
HOVSEPYAN;151;31;6
NAYLOR;151;27;0
AN;151;25;0
ZAKHAROVA;151;22;0
CIOCOIU;151;19;0
NASTASA;151;9;0
MARGULLON;150;200;0
MAISTERRA;150;194;0
DEL VADO;150;193;0
MORDILLO;150;192;0
GASO;150;186;0
TERROSO;150;182;0
MUSSONS;150;181;0
BRIEGAS;150;178;0
GARCIA ARIAS;150;177;0
MIYARES;150;177;0
DE AGUIAR;150;176;0
FABREGO;150;175;0
FERNANDEZ DEL CAMPO;150;175;0
SACIE;150;173;0
YANCI;150;172;0
GARCILLAN;150;171;0
LACAMARA;150;168;0
LASOBRAS;150;164;0
DE PAZOS;150;162;0
SULLER;150;162;0
RABANOS;150;161;0
REFOLIO;150;161;0
ARGELES;150;160;0
TAULE;150;159;0
ELU;150;155;6
PELECHANO;150;153;0
REMOLA;150;153;0
SATURIO;150;153;0
CENZUAL;150;152;0
COSMO;150;152;0
PIGUEIRAS;150;152;0
CEDANO;150;150;10
ASPANO;150;149;0
CANZOBRE;150;149;0
LAGARON;150;149;0
RAMENTOL;150;149;0
CUBERES;150;147;0
RAMISA;150;146;0
LAGUERA;150;144;0
CABRIADA;150;143;0
MARIDUEÑA;150;143;0
VADO;150;143;0
LOMBAS;150;140;0
TORCIDA;150;138;0
TOROLLO;150;137;0
CALET;150;135;0
LOPEZ DE LA FRANCA;150;134;0
SERVETO;150;134;0
GABELA;150;133;0
FREYRE;150;132;0
REINON;150;129;0
BOZAS;150;128;0
MEIRAS;150;128;0
FUENTESAL;150;127;0
BENEDICO;150;126;0
COSTALAGO;150;126;0
MESTA;150;126;0
IÑARREA;150;122;0
MEDIEL;150;122;0
LAINES;150;121;0
ROE;150;120;5
AHICART;150;120;0
CARNEADO;150;120;0
HELICES;150;120;0
NANTON;150;116;6
ROUX;150;116;0
SALAMANQUES;150;116;0
POLI;150;113;0
COLOMINES;150;112;0
ANDON;150;110;0
GARCIA MAURIÑO;150;109;0
LISSEN;150;108;0
SIÑERIZ;150;107;0
GARCIA DE LA REINA;150;105;0
CALSO;150;103;0
GORRI;150;101;0
OMOREGIE;150;91;12
FIORI;150;83;0
ELOSEGI;150;81;0
IDAHOSA;150;71;15
HADDI;150;69;0
GOURARI;150;66;0
HORGA;150;63;0
CHOKRI;150;62;0
BOUKHZAR;150;60;13
EL ALI;150;59;12
ZOUBAIR;150;59;0
BRUCE;150;58;0
ASEMOTA;150;57;5
RABI;150;54;0
MAAZOUZ;150;50;0
ZANETTI;150;49;0
EL FECHTALI;150;47;0
BELBACHIR;150;42;0
DANAILOVA;150;42;0
SASSI;150;42;0
SCHUMACHER;150;41;0
BENTLEY;150;30;0
WHITEHEAD;150;28;0
BARLOW;150;23;0
SMYTH;150;21;0
CIMPEANU;150;14;0
BURTEA;150;9;0
CHIRU;150;7;0
SUITA;149;219;0
MONENTE;149;210;9
FRASES;149;192;0
NEVARES;149;189;0
SACALUGA;149;188;0
AMURIZA;149;184;0
HONORES;149;184;0
NAZARENO;149;183;0
BELALCAZAR;149;180;0
ARANZAMENDI;149;178;0
RAIGADA;149;178;0
QUINTILLAN;149;177;0
SENDEROS;149;176;0
AIERBE;149;173;0
BOLUMBURU;149;171;0
ROMUALDO;149;171;0
ZARAGUETA;149;170;0
BASTARDAS;149;169;0
REJO;149;168;5
AYMAR;149;163;0
CONRADI;149;163;0
PAYARES;149;162;6
ENRECH;149;159;0
CANDILEJO;149;158;0
TRAVES;149;157;0
CARAME;149;155;0
JOYAS;149;152;0
NAVASA;149;152;0
FALCETO;149;147;0
ABARGUES;149;145;0
GUINDEL;149;144;0
MUJICO;149;144;0
NOVELLAS;149;144;0
LOBELOS;149;143;0
PLANCHART;149;139;0
GROMAZ;149;138;0
TERENTE;149;137;0
ARANTZAMENDI;149;136;0
ZAURIN;149;136;0
LOPEZ DE HEREDIA;149;132;0
PARAJA;149;132;0
DOZO;149;131;0
LAQUIDAIN;149;129;0
LLONGARRIU;149;128;0
MONRABA;149;128;0
JAURENA;149;126;7
ALDAYA;149;126;0
GRAJEDA;149;125;0
GIBERNAU;149;122;0
BERNUY;149;120;0
BALDERO;149;118;0
EPIFANIO;149;117;0
PRERA;149;117;0
RENIEBLAS;149;116;8
GORREA;149;115;0
QUEIJEIRO;149;114;0
DE GISPERT;149;112;0
MILIA;149;112;0
VALLO;149;111;0
GONZALEZ DE ZARATE;149;110;0
BALON;149;107;0
BOSOM;149;107;0
GIADAS;149;105;0
LLERAS;149;85;0
PEREZ ARANDA;149;80;6
FACENDA;149;77;0
MARINELLI;149;75;0
RAMLI;149;73;0
OGNYANOV;149;67;0
ZAIMI;149;59;6
BOUJEMAOUI;149;59;0
EL GHAOUAL;149;58;16
EL ATTAOUI;149;54;0
SABAR;149;54;0
RIDA;149;53;0
BEKKALI;149;49;0
OKEKE;149;48;17
BRIGGS;149;45;0
SIMONYAN;149;40;9
RAOUDI;149;39;7
BEN BRAHIM;149;36;0
EL MEKKAOUI;149;36;0
BIRO;149;35;0
AKHNATI;149;32;0
MOUFID;149;27;0
ASSAM;149;25;0
EL HALOUI;149;25;0
MBOW;149;24;0
BOUZIZOUA;149;23;0
BEN MOULA;149;18;6
MCLEAN;149;16;0
GRANCEA;149;12;0
HUA;149;12;0
MALACU;149;11;8
PANDELE;149;8;0
PAVAL;149;5;0
AURRE;148;216;0
MARRUEDO;148;212;5
CHIPANA;148;204;0
PISTON;148;192;5
IRACHETA;148;185;0
LENIZ;148;183;0
LOZAR;148;183;0
MAZAGATOS;148;181;0
FUCIÑOS;148;179;0
HONTAÑON;148;178;0
LAMUELA;148;176;0
ORDUÑEZ;148;176;0
OVIN;148;173;0
PERABA;148;173;0
SUBIRANAS;148;168;0
SANABRA;148;166;0
VALL LLOSERA;148;165;0
ALENTORN;148;162;0
TEOMIRO;148;162;0
DE ASSIS;148;158;0
SISQUELLA;148;158;0
TORTONDA;148;157;0
GALDRAN;148;156;0
LALIN;148;153;5
SANCHEZ PASTOR;148;153;0
ESTALRICH;148;149;0
INIESTO;148;148;0
SANIA;148;148;0
RIGAL;148;146;0
ALMON;148;145;0
ESCANIO;148;144;7
BARJOLLO;148;144;0
DUMAS;148;144;0
PAPI;148;143;0
MANQUILLO;148;141;9
ARTIGUEZ;148;139;0
CLUSELLA;148;139;0
REGATERO;148;139;0
BALTODANO;148;138;6
BELANCHE;148;138;0
COTINO;148;138;0
UNAMUNZAGA;148;138;0
LIZANCOS;148;137;0
VIAL;148;137;0
CURRIUS;148;136;0
LERMO;148;134;0
BENTOS;148;133;10
CLUSELLAS;148;132;0
DOCANDO;148;132;0
PORTAÑA;148;132;0
UBIEDO;148;131;0
GASION;148;130;0
LIZUAIN;148;127;0
CHAZO;148;123;0
LEONET;148;122;0
NUERO;148;119;0
CAPISCOL;148;118;0
BARRALLO;148;113;0
FLEXAS;148;106;0
MARTIN DOIMEADIOS;148;106;0
MUYO;148;105;5
MOLADA;148;102;0
MOLERES;148;101;0
CANFRAN;148;100;0
HERA;148;100;0
AMSELEM;148;99;7
SUENA;148;98;0
DEFAZ;148;96;0
DELFINO;148;93;0
TABARA;148;90;0
CULLEN;148;84;0
SANI;148;81;0
GUEORGUIEV;148;72;6
BOUAJAJA;148;67;26
RIFFI;148;66;0
YOUSEF;148;60;0
CARTA;148;59;0
BAKKACH;148;56;0
DOUKALI;148;56;0
ZOUINI;148;47;5
NG;148;46;0
EL OMRANI;148;42;0
EL BAHI;148;41;0
BELKACEMI;148;40;0
BENDADA;148;39;5
SACCO;148;38;0
SERGEEVA;148;37;0
SMAIL;148;36;10
FRIMPONG;148;30;0
EZE;148;29;6
MATAICH;148;29;0
DENNIS;148;28;0
SAPKOTA;148;27;0
EL KALAI;148;26;0
MAQSOOD;148;25;0
CHAOUCHI;148;24;0
YAQOOB;148;23;0
DIOUM;148;22;12
AZEEM;148;19;0
SAVCHENKO;148;17;0
CASANOVES;147;234;0
GUARDE;147;194;5
JAMA;147;193;0
BENDEZU;147;190;0
PARRIEGO;147;185;0
ARBURUA;147;184;0
CAÑAMERAS;147;181;0
LALANZA;147;175;0
MARONDA;147;175;0
LEIRADO;147;173;0
RUGEL;147;172;7
VEREZ;147;171;0
DORNA;147;167;0
PURIFICACION;147;166;0
TRABAZOS;147;166;0
BANET;147;165;0
BARRUSO;147;164;0
INDALECIO;147;163;0
RUTE;147;161;0
SAUTUA;147;161;0
PRISCO;147;160;0
CORRIENTE;147;158;0
LAHOSA;147;158;0
VILLAPALOS;147;158;0
VERNIS;147;157;0
ALIX;147;155;0
GAVIÑA;147;155;0
DEL DIEGO;147;154;0
BER;147;153;0
RAMALHO;147;152;0
TENIENTE;147;150;0
ALAY;147;149;0
BARAYAZARRA;147;149;0
CARCHANO;147;148;0
AURED;147;145;0
SAMARIN;147;145;0
EGUINO;147;142;0
CHULILLA;147;139;0
FOLGUERAL;147;137;7
BAYE;147;136;0
FACHADO;147;136;0
GOIRICELAYA;147;136;0
ARIZNAVARRETA;147;133;0
DAGO;147;133;0
HUELIN;147;133;0
ARECHABALA;147;131;0
